id,location,text
pages.classbooking.meta.title,Class booking page — heading (browser tab / search engines),Class Booking
pages.classbooking.sections.how_to_book.title,Class booking page — How To Book section heading,How to book
pages.classbooking.sections.policies.title,Class booking page — Policies section heading,Booking policies
pages.tasterclasses.hero.overline,Taster classes page — hero small label above the heading,Classes
pages.tasterclasses.hero.subtitle,Taster classes page — hero subtitle,New to the Centre? Start with a taster and find the class that suits you.
pages.tasterclasses.hero.title,Taster classes page — hero heading,Taster Classes
pages.tasterclasses.intro,Taster classes page — intro paragraph,"Taster classes are a low-commitment way to experience our teaching, studio and community before enrolling."
pages.tasterclasses.meta.description,Taster classes page — description (browser tab / search engines),Try a taster class at County Hall Dance Centre.
pages.tasterclasses.meta.title,Taster classes page — heading (browser tab / search engines),Taster Classes
pages.tasterclasses.sections.available_tasters.title,Taster classes page — Available Tasters section heading,Available taster classes
pages.tasterclasses.sections.what_to_bring.title,Taster classes page — What To Bring section heading,What to bring
pages.timetable.booking.description,Timetable page — description,"Use the booking widget below to view live availability and manage your account. For course enrolment, visit our courses page."
pages.timetable.booking.placeholderhint,Timetable page — placeholder instructions,"Replace this container with your ClassForKids, bsport, or other embed code."
pages.timetable.booking.placeholderlabel,Timetable page — placeholder heading,Booking widget placeholder
pages.timetable.booking.providernote,Timetable page — note under the booking widget,Real-time booking is handled by our external provider. CHD PAS does not process class payments on this website.
pages.timetable.booking.title,Timetable page — heading,Class timetable
pages.timetable.helplinks.browse_courses.label,Timetable page — label,Browse courses
pages.timetable.helplinks.contact_us.label,Timetable page — label,Contact us
pages.timetable.helplinks.frequently_asked_questions.label,Timetable page — label,Frequently asked questions
pages.timetable.hero.overline,Timetable page — hero small label above the heading,Plan your week
pages.timetable.hero.subtitle,Timetable page — hero subtitle,"Browse classes by day and age group, then reserve through our secure booking partner."
pages.timetable.hero.title,Timetable page — hero heading,Timetable & Booking
pages.timetable.meta.description,Timetable page — description (browser tab / search engines),View the weekly class timetable and book your place at County Hall Dance & Performing Arts School.
pages.timetable.meta.title,Timetable page — heading (browser tab / search engines),Timetable & Booking
pages.timetable.trial.body,Timetable page — body text,"Select a suitable class from the timetable below, then choose the trial option at checkout. Our team will welcome you on arrival."
pages.timetable.trial.cta.label,Timetable page — button / call to action — label,Jump to timetable
pages.timetable.trial.overline,Timetable page — small label above the heading,New to CHD PAS?
pages.timetable.trial.title,Timetable page — heading,Book a complimentary trial
pages.courses.detaillabels.backlink,Courses — back link,← All courses
pages.courses.detaillabels.duration,Courses — duration label / value,Duration
pages.courses.detaillabels.includes,Courses — “what's included” heading,What's included
pages.courses.detaillabels.price,Courses — price,Price
pages.courses.detaillabels.schedule,Courses — schedule,Schedule
pages.courses.hero.overline,Courses — hero small label above the heading,Structured progression
pages.courses.hero.subtitle,Courses — hero subtitle,"Immersive term programmes designed to deepen technique, artistry, and performance readiness."
pages.courses.hero.title,Courses — hero heading,Courses
pages.courses.intro,Courses — intro paragraph,"Courses differ from drop-in classes — they follow a curated syllabus across a full term, culminating in an informal sharing or assessment where appropriate."
pages.courses.items.adult_ballet_open.cta.label,Courses — Adult Ballet Open — button,Enrol via timetable
pages.courses.items.adult_ballet_open.description.0,Courses — Adult Ballet Open — paragraph 1,"Rebuild strength and grace at the barre and in centre, with modifications offered throughout."
pages.courses.items.adult_ballet_open.description.1,Courses — Adult Ballet Open — paragraph 2,Each block introduces new enchaînements while revisiting core principles.
pages.courses.items.adult_ballet_open.duration,Courses — Adult Ballet Open — duration label / value,6-week blocks
pages.courses.items.adult_ballet_open.excerpt,Courses — Adult Ballet Open — short summary,A welcoming ballet class for adults — beginners and returners alike.
pages.courses.items.adult_ballet_open.image.alt,Courses — Adult Ballet Open — image description (accessibility),Adult ballet open course
pages.courses.items.adult_ballet_open.includes.0,Courses — Adult Ballet Open — included item 1,Weekly 75-minute class
pages.courses.items.adult_ballet_open.includes.1,Courses — Adult Ballet Open — included item 2,Technique notes via email
pages.courses.items.adult_ballet_open.includes.2,Courses — Adult Ballet Open — included item 3,Optional end-of-block class video
pages.courses.items.adult_ballet_open.level,Courses — Adult Ballet Open — level,All levels
pages.courses.items.adult_ballet_open.metadescription,Courses — Adult Ballet Open — search-engine description,"Open-level adult ballet course at CHD PAS, London."
pages.courses.items.adult_ballet_open.price,Courses — Adult Ballet Open — price,£96 per block
pages.courses.items.adult_ballet_open.schedule,Courses — Adult Ballet Open — schedule,"Mondays, 19:00 – 20:15"
pages.courses.items.adult_ballet_open.term,Courses — Adult Ballet Open — term,Rolling enrolment
pages.courses.items.adult_ballet_open.title,Courses — Adult Ballet Open — heading,Adult Ballet Open
pages.courses.items.junior_ballet_foundation.cta.label,Courses — Junior Ballet Foundation — button,Enrol via timetable
pages.courses.items.junior_ballet_foundation.description.0,Courses — Junior Ballet Foundation — paragraph 1,"This course introduces young dancers to the fundamentals of ballet posture, port de bras, and basic allegro."
pages.courses.items.junior_ballet_foundation.description.1,Courses — Junior Ballet Foundation — paragraph 2,Classes are taught in a nurturing environment with clear expectations and plenty of encouragement.
pages.courses.items.junior_ballet_foundation.duration,Courses — Junior Ballet Foundation — duration label / value,12 weeks
pages.courses.items.junior_ballet_foundation.excerpt,Courses — Junior Ballet Foundation — short summary,A twelve-week introduction to classical ballet for ages 6–9.
pages.courses.items.junior_ballet_foundation.image.alt,Courses — Junior Ballet Foundation — image description (accessibility),Junior ballet foundation course
pages.courses.items.junior_ballet_foundation.includes.0,Courses — Junior Ballet Foundation — included item 1,Weekly 60-minute class
pages.courses.items.junior_ballet_foundation.includes.1,Courses — Junior Ballet Foundation — included item 2,Course handbook and practice notes
pages.courses.items.junior_ballet_foundation.includes.2,Courses — Junior Ballet Foundation — included item 3,End-of-term studio sharing
pages.courses.items.junior_ballet_foundation.level,Courses — Junior Ballet Foundation — level,Beginner – Elementary
pages.courses.items.junior_ballet_foundation.metadescription,Courses — Junior Ballet Foundation — search-engine description,Twelve-week junior ballet foundation course for ages 6–9 at CHD PAS.
pages.courses.items.junior_ballet_foundation.price,Courses — Junior Ballet Foundation — price,£168 per term
pages.courses.items.junior_ballet_foundation.schedule,Courses — Junior Ballet Foundation — schedule,"Saturdays, 10:00 – 11:00"
pages.courses.items.junior_ballet_foundation.term,Courses — Junior Ballet Foundation — term,Autumn Term 2026
pages.courses.items.junior_ballet_foundation.title,Courses — Junior Ballet Foundation — heading,Junior Ballet Foundation
pages.courses.items.musical_theatre_performance.cta.label,Courses — Musical Theatre Performance — button,Enrol via timetable
pages.courses.items.musical_theatre_performance.description.0,Courses — Musical Theatre Performance — paragraph 1,"Sing, dance, and act your way through a selected musical number, rehearsed for a small invited audience."
pages.courses.items.musical_theatre_performance.description.1,Courses — Musical Theatre Performance — paragraph 2,Vocal coaching and ensemble work are integrated throughout the term.
pages.courses.items.musical_theatre_performance.duration,Courses — Musical Theatre Performance — duration label / value,14 weeks
pages.courses.items.musical_theatre_performance.excerpt,Courses — Musical Theatre Performance — short summary,Triple-threat training culminating in a staged musical excerpt.
pages.courses.items.musical_theatre_performance.image.alt,Courses — Musical Theatre Performance — image description (accessibility),Musical theatre performance course
pages.courses.items.musical_theatre_performance.includes.0,Courses — Musical Theatre Performance — included item 1,Weekly 3-hour session
pages.courses.items.musical_theatre_performance.includes.1,Courses — Musical Theatre Performance — included item 2,Vocal warm-up resources
pages.courses.items.musical_theatre_performance.includes.2,Courses — Musical Theatre Performance — included item 3,Costume hire for final sharing
pages.courses.items.musical_theatre_performance.level,Courses — Musical Theatre Performance — level,Intermediate – Advanced
pages.courses.items.musical_theatre_performance.metadescription,Courses — Musical Theatre Performance — search-engine description,Musical theatre performance course for intermediate and advanced students.
pages.courses.items.musical_theatre_performance.price,Courses — Musical Theatre Performance — price,£320 per term
pages.courses.items.musical_theatre_performance.schedule,Courses — Musical Theatre Performance — schedule,"Saturdays, 13:00 – 16:00"
pages.courses.items.musical_theatre_performance.term,Courses — Musical Theatre Performance — term,Spring Term 2027
pages.courses.items.musical_theatre_performance.title,Courses — Musical Theatre Performance — heading,Musical Theatre Performance
pages.courses.items.teen_contemporary_intensive.cta.label,Courses — Teen Contemporary Intensive — button,Enrol via timetable
pages.courses.items.teen_contemporary_intensive.description.0,Courses — Teen Contemporary Intensive — paragraph 1,"Students explore release technique, contact principles, and choreographic tasks across a focused ten-week block."
pages.courses.items.teen_contemporary_intensive.description.1,Courses — Teen Contemporary Intensive — paragraph 2,The course prepares dancers for school showcases and optional audition pieces.
pages.courses.items.teen_contemporary_intensive.duration,Courses — Teen Contemporary Intensive — duration label / value,10 weeks
pages.courses.items.teen_contemporary_intensive.excerpt,Courses — Teen Contemporary Intensive — short summary,"Develop contemporary technique, improvisation, and performance skills."
pages.courses.items.teen_contemporary_intensive.image.alt,Courses — Teen Contemporary Intensive — image description (accessibility),Teen contemporary intensive course
pages.courses.items.teen_contemporary_intensive.includes.0,Courses — Teen Contemporary Intensive — included item 1,Weekly 90-minute class
pages.courses.items.teen_contemporary_intensive.includes.1,Courses — Teen Contemporary Intensive — included item 2,Guest artist Q&A session
pages.courses.items.teen_contemporary_intensive.includes.2,Courses — Teen Contemporary Intensive — included item 3,Performance workshop
pages.courses.items.teen_contemporary_intensive.level,Courses — Teen Contemporary Intensive — level,Intermediate
pages.courses.items.teen_contemporary_intensive.metadescription,Courses — Teen Contemporary Intensive — search-engine description,Intermediate contemporary course for teens at County Hall Dance.
pages.courses.items.teen_contemporary_intensive.price,Courses — Teen Contemporary Intensive — price,£195 per term
pages.courses.items.teen_contemporary_intensive.schedule,Courses — Teen Contemporary Intensive — schedule,"Wednesdays, 17:30 – 19:00"
pages.courses.items.teen_contemporary_intensive.term,Courses — Teen Contemporary Intensive — term,Autumn Term 2026
pages.courses.items.teen_contemporary_intensive.title,Courses — Teen Contemporary Intensive — heading,Teen Contemporary Intensive
pages.courses.meta.description,Courses — description (browser tab / search engines),Term-length dance and performing arts courses with structured progression at CHD PAS.
pages.courses.meta.title,Courses — heading (browser tab / search engines),Courses
pages.membership.subpages.booking_access.hero.overline,Membership — Booking Access — hero small label above the heading,Membership
pages.membership.subpages.booking_access.hero.subtitle,Membership — Booking Access — hero subtitle,How members reserve classes and events through our booking system.
pages.membership.subpages.booking_access.hero.title,Membership — Booking Access — hero heading,Booking Access
pages.membership.subpages.booking_access.intro,Membership — Booking Access — intro paragraph,Members will receive booking access through our online timetable and companion app — details to follow via our app partner.
pages.membership.subpages.booking_access.meta.description,Membership — Booking Access — search-engine description,Member booking access at County Hall Dance Centre.
pages.membership.subpages.booking_access.meta.title,Membership — Booking Access — browser tab title,Booking Access
pages.membership.subpages.booking_access.sections.member_booking.title,Membership — Booking Access — Member Booking section heading,Member booking
pages.membership.subpages.booking_access.sections.support.title,Membership — Booking Access — Support section heading,Support
pages.membership.subpages.member_benefits.hero.overline,Membership — Member Benefits — hero small label above the heading,Membership
pages.membership.subpages.member_benefits.hero.subtitle,Membership — Member Benefits — hero subtitle,"A more flexible way to keep dancing, join events and belong to the community."
pages.membership.subpages.member_benefits.hero.title,Membership — Member Benefits — hero heading,Member Benefits
pages.membership.subpages.member_benefits.intro,Membership — Member Benefits — intro paragraph,"Membership offers ongoing access to classes, events and community benefits — details to be confirmed before launch."
pages.membership.subpages.member_benefits.meta.description,Membership — Member Benefits — search-engine description,Benefits of membership at County Hall Dance Centre.
pages.membership.subpages.member_benefits.meta.title,Membership — Member Benefits — browser tab title,Member Benefits
pages.membership.subpages.member_benefits.sections.benefits.title,Membership — Member Benefits — Benefits section heading,What's included
pages.membership.subpages.member_benefits.sections.how_to_join.title,Membership — Member Benefits — How To Join section heading,How to join
pages.membership.subpages.monthly_passes.hero.overline,Membership — Monthly Passes — hero small label above the heading,Membership
pages.membership.subpages.monthly_passes.hero.subtitle,Membership — Monthly Passes — hero subtitle,Flexible monthly options for regular class attendance.
pages.membership.subpages.monthly_passes.hero.title,Membership — Monthly Passes — hero heading,Monthly Passes
pages.membership.subpages.monthly_passes.intro,Membership — Monthly Passes — intro paragraph,"Monthly passes will be published with validity, cancellation policy and transferability before online booking opens."
pages.membership.subpages.monthly_passes.meta.description,Membership — Monthly Passes — search-engine description,Monthly pass options at County Hall Dance Centre.
pages.membership.subpages.monthly_passes.meta.title,Membership — Monthly Passes — browser tab title,Monthly Passes
pages.membership.subpages.monthly_passes.sections.pass_options.title,Membership — Monthly Passes — Pass Options section heading,Pass options
pages.membership.subpages.monthly_passes.sections.terms.title,Membership — Monthly Passes — Terms section heading,Terms
pages.membershipterms.hero.overline,Membership terms page — hero small label above the heading,About Us
pages.membershipterms.hero.subtitle,Membership terms page — hero subtitle,"Terms governing membership passes, booking access and cancellation."
pages.membershipterms.hero.title,Membership terms page — hero heading,Membership Terms
pages.membershipterms.intro,Membership terms page — intro paragraph,"Final membership terms, including validity, cancellation policy and transferability, will be published before online booking opens."
pages.membershipterms.meta.description,Membership terms page — description (browser tab / search engines),Membership terms and conditions at County Hall Dance Centre.
pages.membershipterms.meta.title,Membership terms page — heading (browser tab / search engines),Membership Terms
pages.membershipterms.sections.cancellation.title,Membership terms page — Cancellation section heading,Cancellation policy
pages.membershipterms.sections.general.title,Membership terms page — General section heading,General terms
pages.privatelessons.hero.overline,Private lessons page — hero small label above the heading,Tailored for you
pages.privatelessons.hero.subtitle,Private lessons page — hero subtitle,"One-to-one lessons, couples' dance, wedding first dances, group experiences, corporate events and school workshops."
pages.privatelessons.hero.title,Private lessons page — hero heading,Private Lessons & Experiences
pages.privatelessons.intro,Private lessons page — intro paragraph,"Services include private dance lessons; dance experiences for individuals, couples and groups; wedding first dances; corporate team experiences; school and organisation workshops; rehearsals, auditions, filming and private events; and Milonga and social dance events."
pages.privatelessons.meta.description,Private lessons page — description (browser tab / search engines),Private dance lessons and bespoke experiences at County Hall Dance Centre.
pages.privatelessons.meta.title,Private lessons page — heading (browser tab / search engines),Private Lessons & Experiences
pages.privatelessons.sections.corporate.title,Private lessons page — Corporate section heading,Corporate Events
pages.privatelessons.sections.couples.title,Private lessons page — Couples section heading,Couples' Dance
pages.privatelessons.sections.groups.title,Private lessons page — Groups section heading,Group Experiences
pages.privatelessons.sections.one_to_one.title,Private lessons page — One To One section heading,One-to-One Lessons
pages.privatelessons.sections.schools.title,Private lessons page — Schools section heading,School / Organisation Workshops
pages.privatelessons.sections.wedding.title,Private lessons page — Wedding section heading,First Wedding Dance
pages.shop.hero.overline,Shop page — hero small label above the heading,Merchandise
pages.shop.hero.subtitle,Shop page — hero subtitle,"Dancewear, T-shirts, accessories and County Hall merchandise."
pages.shop.hero.title,Shop page — hero heading,Shop
pages.shop.intro,Shop page — intro paragraph,"A Merchandise / Coming Soon page online, with sales also available at the front desk. Categories include dancewear, T-shirts, dance socks, tote and dance bags, water bottles, accessories and gift cards."
pages.shop.meta.description,Shop page — description (browser tab / search engines),"Dancewear, merchandise and accessories at County Hall Dance Centre."
pages.shop.meta.title,Shop page — heading (browser tab / search engines),Shop
pages.shop.sections.accessories.title,Shop page — Accessories section heading,Accessories
pages.shop.sections.dancewear.title,Shop page — Dancewear section heading,Dancewear
pages.shop.sections.merchandise.title,Shop page — Merchandise section heading,County Hall Merchandise
pages.shop.sections.t_shirts.title,Shop page — T Shirts section heading,T-Shirts
pages.about.cta.body,About page — Visit us — body text,We would love to welcome you for a trial class or a tour of the studios.
pages.about.cta.button.label,About page — Visit us — label,Get in touch
pages.about.cta.title,About page — Visit us — heading,Visit us
pages.about.faculty.intro,About page — intro paragraph,"Our teachers are working artists and experienced educators, selected for both technical expertise and pastoral care."
pages.about.faculty.members.faculty_kiki.bio,About page — Faculty — Kiki — biography,"A highly experienced choreographer and large-scale performance director, Kiki shapes the Centre's artistic programme and its connection between dance, music, visual art and culture."
pages.about.faculty.members.faculty_kiki.image.alt,About page — Faculty — Kiki — image description (accessibility),Kiki
pages.about.faculty.members.faculty_kiki.name,About page — Faculty — Kiki — name,Kiki
pages.about.faculty.members.faculty_kiki.role,About page — Faculty — Kiki — role,Company Director and Artistic Director
pages.about.faculty.members.faculty_michael.bio,About page — Faculty — Michael — biography,"Michael brings extensive international film, television and production-management experience, leading operations, partnerships, communications and business development."
pages.about.faculty.members.faculty_michael.image.alt,About page — Faculty — Michael — image description (accessibility),Michael
pages.about.faculty.members.faculty_michael.name,About page — Faculty — Michael — name,Michael
pages.about.faculty.members.faculty_michael.role,About page — Faculty — Michael — role,Company Director and Management and Marketing Lead
pages.about.faculty.overline,About page — small label above the heading,Meet the team
pages.about.faculty.title,About page — heading,Our faculty
pages.about.hero.image.alt,About page — hero image description (accessibility),County Hall Dance studio
pages.about.hero.overline,About page — hero small label above the heading,Our school
pages.about.hero.subtitle,About page — hero subtitle,Discover dance, movement and creative experiences at London's iconic County Hall
pages.about.hero.title,About page — hero heading,About County Hall Dance & Performing Arts School
pages.about.meta.description,About page — description (browser tab / search engines),"Learn about County Hall Dance & Performing Arts School — our history, values, and faculty."
pages.about.meta.title,About page — heading (browser tab / search engines),About Us
pages.about.story.paragraphs.0,About page — Our story — paragraph 1,"County Hall Dance Centre is a new home for dance, movement and creativity in the heart of London. Located inside the iconic County Hall on the South Bank, the Centre brings together the best dance classes, workshops, social dances, private experiences and special events. More than a dance studio, it is a welcoming creative community where people can move, learn, connect and enjoy the arts together."
pages.about.story.title,About page — Our story — heading,Our story
pages.about.values.items.0.description,About page — Values — value 1 description,"To make high-quality dance and mind-body classes open, welcoming, and connected in the heart of London."
pages.about.values.items.0.title,About page — Values — value 1 heading,Mission
pages.about.values.items.1.description,About page — Values — value 2 description,"To grow from a dedicated professional dance space into a creative destination that brings together dance, performing arts, music, visual arts, and international cultural exchange."
pages.about.values.items.1.title,About page — Values — value 2 heading,Vision
pages.about.values.items.2.description,About page — Values — value 3 description,"Move. Create. Connect. Belong. — helping adults of every background and level of experience build confidence, wellbeing, and a sense of belonging through the arts."
pages.about.values.items.2.title,About page — Values — value 3 heading,Philosophy
pages.about.values.items.3.description,About page — Values — value 4 description,Robust policies ensuring every student feels secure and supported.
pages.about.values.items.3.title,About page — Values — value 4 heading,Safeguarding
pages.about.values.overline,About page — small label above the heading,What guides us
pages.about.values.title,About page — heading,Our values
pages.joinus.hero.overline,Join Us page — hero small label above the heading,About Us
pages.joinus.hero.subtitle,Join Us page — hero subtitle,"Teaching, creative and operational opportunities at County Hall Dance Centre."
pages.joinus.hero.title,Join Us page — hero heading,Join Us
pages.joinus.intro,Join Us page — intro paragraph,"We are building a welcoming creative community on the South Bank. Expressions of interest from teachers, artists and collaborators are welcome."
pages.joinus.meta.description,Join Us page — description (browser tab / search engines),Join the team at County Hall Dance Centre.
pages.joinus.meta.title,Join Us page — heading (browser tab / search engines),Join Us
pages.joinus.sections.apply.title,Join Us page — Apply section heading,How to apply
pages.joinus.sections.opportunities.title,Join Us page — Opportunities section heading,Opportunities
pages.events.categories.cross_arts_events.hero.overline,Events — Cross-Arts Events — hero small label above the heading,Events
pages.events.categories.cross_arts_events.hero.subtitle,Events — Cross-Arts Events — hero subtitle,"Where dance meets music, visual art and international cultural exchange."
pages.events.categories.cross_arts_events.hero.title,Events — Cross-Arts Events — hero heading,Cross-Arts Events
pages.events.categories.cross_arts_events.intro,Events — Cross-Arts Events — intro paragraph,"Our Dance Meets Arts programme brings together movement, live music, visual art and cultural celebration."
pages.events.categories.cross_arts_events.meta.description,Events — Cross-Arts Events — search-engine description,Dance Meets Arts cross-disciplinary events at County Hall Dance Centre.
pages.events.categories.cross_arts_events.meta.title,Events — Cross-Arts Events — browser tab title,Cross-Arts Events
pages.events.categories.cross_arts_events.sections.programme.title,Events — Cross-Arts Events — Programme section heading,Programme
pages.events.categories.cross_arts_events.sections.upcoming.title,Events — Cross-Arts Events — Upcoming section heading,Upcoming events
pages.events.categories.masterclasses.hero.overline,Events — Masterclasses — hero small label above the heading,Events
pages.events.categories.masterclasses.hero.subtitle,Events — Masterclasses — hero subtitle,Learn from visiting artists and specialists in intimate studio settings.
pages.events.categories.masterclasses.hero.title,Events — Masterclasses — hero heading,Masterclasses
pages.events.categories.masterclasses.intro,Events — Masterclasses — intro paragraph,Masterclasses bring professional artists to County Hall for intensive teaching sessions across styles and levels.
pages.events.categories.masterclasses.meta.description,Events — Masterclasses — search-engine description,Guest artist masterclasses at County Hall Dance Centre.
pages.events.categories.masterclasses.meta.title,Events — Masterclasses — browser tab title,Masterclasses
pages.events.categories.masterclasses.sections.levels.title,Events — Masterclasses — Levels section heading,Levels & requirements
pages.events.categories.masterclasses.sections.upcoming.title,Events — Masterclasses — Upcoming section heading,Upcoming masterclasses
pages.events.categories.milonga.hero.overline,Events — Milonga — hero small label above the heading,Events
pages.events.categories.milonga.hero.subtitle,Events — Milonga — hero subtitle,Social tango evenings with live and recorded music in our South Bank studio.
pages.events.categories.milonga.hero.title,Events — Milonga — hero heading,Milonga
pages.events.categories.milonga.intro,Events — Milonga — intro paragraph,Join us for regular milongas — welcoming social dance nights for tango dancers of every level.
pages.events.categories.milonga.meta.description,Events — Milonga — search-engine description,Tango milonga social dance events at County Hall Dance Centre.
pages.events.categories.milonga.meta.title,Events — Milonga — browser tab title,Milonga
pages.events.categories.milonga.sections.upcoming.title,Events — Milonga — Upcoming section heading,Upcoming milongas
pages.events.categories.milonga.sections.what_to_expect.title,Events — Milonga — What To Expect section heading,What to expect
pages.events.categories.performances.hero.overline,Events — Performances — hero small label above the heading,Events
pages.events.categories.performances.hero.subtitle,Events — Performances — hero subtitle,"Ticketed showcases, sharings and performance events throughout the year."
pages.events.categories.performances.hero.title,Events — Performances — hero heading,Performances
pages.events.categories.performances.intro,Events — Performances — intro paragraph,Celebrate the work of our community in performances ranging from informal sharings to ticketed showcase evenings.
pages.events.categories.performances.meta.description,Events — Performances — search-engine description,Performances and showcases at County Hall Dance Centre.
pages.events.categories.performances.meta.title,Events — Performances — browser tab title,Performances
pages.events.categories.performances.sections.tickets.title,Events — Performances — Tickets section heading,Tickets
pages.events.categories.performances.sections.upcoming.title,Events — Performances — Upcoming section heading,Upcoming performances
pages.events.categories.social_dance_nights.hero.overline,Events — Social Dance Nights — hero small label above the heading,Events
pages.events.categories.social_dance_nights.hero.subtitle,Events — Social Dance Nights — hero subtitle,"Themed evenings celebrating dance styles, music and community."
pages.events.categories.social_dance_nights.hero.title,Events — Social Dance Nights — hero heading,Social Dance Nights
pages.events.categories.social_dance_nights.intro,Events — Social Dance Nights — intro paragraph,"From salsa socials to cross-style celebrations, our social nights are open to adults who love to move and connect."
pages.events.categories.social_dance_nights.meta.description,Events — Social Dance Nights — search-engine description,Themed social dance evenings at County Hall Dance Centre.
pages.events.categories.social_dance_nights.meta.title,Events — Social Dance Nights — browser tab title,Social Dance Nights
pages.events.categories.social_dance_nights.sections.how_to_join.title,Events — Social Dance Nights — How To Join section heading,How to join
pages.events.categories.social_dance_nights.sections.upcoming.title,Events — Social Dance Nights — Upcoming section heading,Upcoming social nights
pages.events.categories.workshops.hero.overline,Events — Workshops — hero small label above the heading,Events
pages.events.categories.workshops.hero.subtitle,Events — Workshops — hero subtitle,One-off intensives and taster sessions with guest artists and faculty.
pages.events.categories.workshops.hero.title,Events — Workshops — hero heading,Workshops
pages.events.categories.workshops.intro,Events — Workshops — intro paragraph,"Workshops offer a focused opportunity to explore a style, technique or theme in a single session or short series."
pages.events.categories.workshops.meta.description,Events — Workshops — search-engine description,Dance and movement workshops at County Hall Dance Centre.
pages.events.categories.workshops.meta.title,Events — Workshops — browser tab title,Workshops
pages.events.categories.workshops.sections.booking.title,Events — Workshops — Booking section heading,Booking
pages.events.categories.workshops.sections.upcoming.title,Events — Workshops — Upcoming section heading,Upcoming workshops
pages.events.categorylabels.backlink,Events — back link,← All events
pages.events.detaillabels.backlink,Events — back link,← All events
pages.events.detaillabels.date,Events — date,Date
pages.events.detaillabels.location,Events — location,Location
pages.events.hero.overline,Events — hero small label above the heading,What's on
pages.events.hero.subtitle,Events — hero subtitle,"One-off workshops, guest artist intensives, and ticketed performances throughout the year."
pages.events.hero.title,Events — hero heading,Events & Masterclasses
pages.events.intro,Events — intro paragraph,Book directly via the links below. Event payments are processed securely through Stripe — class bookings remain on our timetable system.
pages.events.items.contemporary_intensive_maya_chen.booknow.label,Events — Contemporary Intensive with Maya Chen — button,Book Now
pages.events.items.contemporary_intensive_maya_chen.date,Events — Contemporary Intensive with Maya Chen — date,Saturday 18 October 2026
pages.events.items.contemporary_intensive_maya_chen.description.0,Events — Contemporary Intensive with Maya Chen — paragraph 1,Join internationally recognised choreographer Maya Chen for a day of contemporary training at intermediate level and above.
pages.events.items.contemporary_intensive_maya_chen.description.1,Events — Contemporary Intensive with Maya Chen — paragraph 2,The morning focuses on floor work and release principles; the afternoon introduces excerpts from Maya's touring repertory.
pages.events.items.contemporary_intensive_maya_chen.description.2,Events — Contemporary Intensive with Maya Chen — paragraph 3,Please bring knee pads and water. Places are limited to 24 participants.
pages.events.items.contemporary_intensive_maya_chen.excerpt,Events — Contemporary Intensive with Maya Chen — short summary,A full-day intensive exploring release technique and repertory with guest artist Maya Chen.
pages.events.items.contemporary_intensive_maya_chen.image.alt,Events — Contemporary Intensive with Maya Chen — image description (accessibility),Contemporary dance intensive workshop
pages.events.items.contemporary_intensive_maya_chen.location,Events — Contemporary Intensive with Maya Chen — location,Studio A
pages.events.items.contemporary_intensive_maya_chen.title,Events — Contemporary Intensive with Maya Chen — heading,Contemporary Intensive with Maya Chen
pages.events.items.junior_ballet_masterclass.booknow.label,Events — Junior Ballet Masterclass — button,Book Now
pages.events.items.junior_ballet_masterclass.date,Events — Junior Ballet Masterclass — date,Sunday 26 October 2026
pages.events.items.junior_ballet_masterclass.description.0,Events — Junior Ballet Masterclass — paragraph 1,"Led by a guest RAD examiner, this masterclass refines alignment, épaulement, and petite allegro."
pages.events.items.junior_ballet_masterclass.description.1,Events — Junior Ballet Masterclass — paragraph 2,Suitable for students currently studying Grade 2–4 or equivalent.
pages.events.items.junior_ballet_masterclass.excerpt,Events — Junior Ballet Masterclass — short summary,A special masterclass for junior ballet students aged 8–12.
pages.events.items.junior_ballet_masterclass.image.alt,Events — Junior Ballet Masterclass — image description (accessibility),Junior ballet masterclass in progress
pages.events.items.junior_ballet_masterclass.location,Events — Junior Ballet Masterclass — location,Studio B
pages.events.items.junior_ballet_masterclass.title,Events — Junior Ballet Masterclass — heading,Junior Ballet Masterclass
pages.events.items.musical_theatre_workshop_day.booknow.label,Events — Musical Theatre Workshop Day — button,Book Now
pages.events.items.musical_theatre_workshop_day.date,Events — Musical Theatre Workshop Day — date,Saturday 8 November 2026
pages.events.items.musical_theatre_workshop_day.description.0,Events — Musical Theatre Workshop Day — paragraph 1,"A lively day of triple-threat training, ending with a short sharing for friends and family."
pages.events.items.musical_theatre_workshop_day.description.1,Events — Musical Theatre Workshop Day — paragraph 2,Open to ages 10–16 with some prior dance or drama experience recommended.
pages.events.items.musical_theatre_workshop_day.excerpt,Events — Musical Theatre Workshop Day — short summary,"Sing, dance, and act through a full musical theatre workshop day."
pages.events.items.musical_theatre_workshop_day.image.alt,Events — Musical Theatre Workshop Day — image description (accessibility),Musical theatre workshop participants on stage
pages.events.items.musical_theatre_workshop_day.location,Events — Musical Theatre Workshop Day — location,Main Hall
pages.events.items.musical_theatre_workshop_day.title,Events — Musical Theatre Workshop Day — heading,Musical Theatre Workshop Day
pages.events.items.winter_showcase.booknow.label,Events — Winter Showcase — button,Book Now
pages.events.items.winter_showcase.date,Events — Winter Showcase — date,Friday 12 December 2026
pages.events.items.winter_showcase.description.0,Events — Winter Showcase — paragraph 1,"Celebrate the talent of the CHD PAS community in an evening of ballet, contemporary, jazz, and musical theatre."
pages.events.items.winter_showcase.description.1,Events — Winter Showcase — paragraph 2,Doors open at 18:30; performance begins at 19:00. Running time approximately 90 minutes including interval.
